id,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216
231,0,0,14,0,0,26,0,0,1,0,0,1,0,2,5,0,0,4,8,11,0,0,9,0,0,0,3,1,3,3,4,8,0,0,0,1,2,0,3,12,0,1,0,0,1,0,0,1,0,1,6,0,4,0,0,0,0,0,0,0,1,0,1,1,0,17,2,2,1,0,0,0,0,0,0,4,0,1,3,1,1,0,2,48,0,5,2,1,9,0,0,0,1,0,1,6,0,0,2,0,0,3,21,12,1,2,2,0,28,0,0,5,0,23,1,0,9,0,0,0,0,47,0,0,0,3,0,0,0,0,1,0,0,3,0,2,0,1,8,1,0,0,0,1,14,0,1,2,6,1,0,0,1,0,2,1,0,0,0,1,2,5,2,2,0,0,8,2,1,0,0,0,0,0,0,0,9,0,5,0,2,0,0,0,1,30,0,1,0,3,1,0,0,0,1,6,0,0,3,0,2,1,0,0,1,37,1,1,1,1,0,3,0,6,0,6,3
232,0,9,0,3,0,1,3,0,4,0,6,1,9,3,0,0,0,4,2,5,0,0,0,4,1,1,0,0,18,0,4,1,0,2,2,0,23,0,0,0,6,1,1,3,3,0,0,3,0,0,1,1,4,0,0,0,3,0,0,2,0,3,25,3,1,0,3,1,3,10,1,24,0,0,0,0,0,1,0,0,1,0,25,2,1,0,0,11,0,0,0,1,0,0,10,0,0,1,5,0,2,20,9,0,1,2,5,4,1,0,0,2,1,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,3,0,23,0,0,1,2,0,0,0,0,0,0,1,2,22,1,4,1,1,0,2,1,0,0,0,0,0,3,0,1,4,6,1,3,0,0,0,9,1,3,0,0,15,0,0,0,1,10,0,19,0,0,0,0,3,1,1,9,0,0,0,11,28,2,2,0,2,1,3,0,0,4,0,1,1,0,0,1,48,11,2,0,0,4,0,2,0,0
233,1,8,0,2,1,1,2,0,8,1,8,0,7,3,0,2,0,5,1,0,0,2,1,10,0,1,0,2,3,0,2,1,0,1,5,1,3,6,1,3,6,0,0,18,2,1,6,0,4,1,0,1,24,4,4,0,2,0,6,0,1,0,0,3,6,0,0,11,0,5,0,13,3,0,6,8,1,1,1,0,2,0,3,1,3,1,0,2,0,1,3,4,2,0,10,0,0,1,1,6,5,8,1,0,1,1,18,11,0,0,0,0,2,0,1,0,0,0,3,0,5,1,0,0,1,0,11,4,3,3,10,1,0,0,2,0,0,0,0,0,1,0,3,13,5,4,1,0,0,0,1,1,1,0,0,4,0,0,1,2,1,7,0,0,2,0,0,1,0,0,3,4,0,1,1,1,14,1,0,1,0,1,9,16,2,0,1,0,2,0,23,10,6,3,0,1,1,5,0,1,2,0,11,2,2,0,1,10,4,1,4,1,18,0,23,1,1
234,1,0,3,0,1,0,5,0,3,1,0,0,0,1,2,0,0,22,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,67,0,0,0,0,7,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,6,3,0,0,10,9,54,1,6,0,2,0,0,1,10,30,0,0,0,0,2,0,0,3,0,0,13,4,1,0,5,0,0,2,10,0,0,0,1,0,4,0,1,9,0,1,0,1,1,0,0,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1,14,0,4,2,0,0,2,23,2,0,1,3,0,0,0,0,0,0,0,1,5,0,2,2,0,0,0,0,0,2,0,0,1,0,0,31,0,0,0,3,3,0,2,0,1,0,0,0,24,1,4,0,0,1,0,2,10,5,0,0,0,0,0,0,3,11,1,23,1,0,0,1,0,8,5,50
235,0,0,15,0,0,6,12,0,4,0,0,1,0,1,1,1,0,24,3,2,0,0,0,0,0,1,9,1,0,0,9,0,0,0,0,0,0,0,0,37,0,1,0,0,1,1,1,2,0,4,11,0,7,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,2,2,0,4,13,21,1,3,0,0,0,0,0,7,30,0,0,1,1,16,0,0,7,0,0,12,2,0,0,10,1,0,1,17,0,1,0,0,0,10,0,1,20,0,1,0,2,5,0,0,0,0,7,1,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,2,3,0,3,0,8,20,1,1,3,13,1,0,0,3,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,1,0,0,0,3,0,1,26,0,2,1,1,2,2,3,1,6,0,0,0,11,2,1,0,1,0,3,2,5,9,0,1,0,0,0,0,10,0,0,10,0,0,0,2,4,5,10,37
236,1,1,0,2,0,5,30,0,2,0,0,0,0,0,0,0,0,26,2,1,0,0,1,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,33,0,0,0,1,1,0,0,9,0,1,0,0,12,0,0,1,0,0,0,1,0,0,5,8,0,0,0,1,1,10,0,3,0,2,5,0,2,0,1,0,0,0,19,24,0,1,0,1,0,0,0,23,0,0,47,1,0,1,3,0,0,20,25,0,1,0,1,0,5,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,0,0,7,0,0,0,1,0,0,0,0,1,0,4,0,10,1,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,53,0,3,0,0,0,0,1,0,0,0,0,0,5,1,12,0,0,0,0,2,11,11,0,0,0,0,0,0,0,7,0,48,3,0,0,1,0,8,4,6
237,1,0,12,1,0,5,0,0,4,2,0,1,1,1,9,2,0,9,1,7,7,0,0,0,1,2,3,1,0,0,2,1,0,0,0,0,1,0,2,16,1,1,1,1,4,5,0,0,0,10,16,0,3,0,0,2,0,3,0,0,2,4,0,1,1,2,0,3,0,1,3,0,5,3,7,7,2,0,3,0,7,1,0,25,2,2,3,0,18,1,1,0,0,2,3,7,0,1,2,1,1,0,8,4,1,0,4,0,4,0,0,6,0,7,1,5,0,1,0,4,0,19,0,0,0,1,0,4,0,1,1,0,0,2,2,4,0,0,2,4,2,4,0,3,6,0,0,3,21,3,0,1,7,2,2,0,0,3,1,1,0,12,0,3,3,2,0,2,0,1,1,0,0,2,0,0,9,1,2,1,7,15,3,1,9,15,0,2,2,18,0,0,1,0,0,4,0,4,3,0,3,1,1,6,1,14,1,0,2,2,0,5,6,2,2,7,18
238,0,0,9,4,0,18,0,1,0,2,1,3,0,2,22,2,1,3,12,5,2,0,13,0,1,0,13,0,8,0,0,0,0,0,0,0,2,0,1,14,0,2,0,0,0,3,0,2,0,5,7,0,1,0,1,1,0,2,1,1,2,0,1,1,0,23,4,2,0,0,0,0,0,0,1,3,0,2,4,0,0,1,0,36,0,1,0,0,3,0,0,0,2,0,0,14,0,2,0,0,1,0,16,7,1,0,1,0,10,0,0,1,0,5,5,1,2,0,0,1,0,40,0,2,0,1,0,0,4,1,0,0,0,6,0,0,0,0,16,0,0,0,0,0,4,0,0,2,4,1,0,0,12,0,1,2,0,0,0,0,1,5,5,10,0,2,17,3,0,0,0,0,0,0,0,0,3,1,6,0,1,0,0,0,2,32,1,0,1,8,0,0,0,0,1,6,2,0,6,1,1,1,0,0,0,24,2,0,3,1,0,1,0,21,0,15,0
239,1,0,0,15,0,0,0,1,1,1,1,0,17,1,0,0,1,1,0,1,9,1,1,0,0,1,0,7,0,0,3,6,0,2,6,0,2,0,0,1,1,0,10,2,1,0,12,0,0,3,1,0,38,4,1,0,1,0,0,1,0,4,0,0,27,0,0,19,1,0,3,1,2,0,1,18,1,1,0,0,28,0,0,0,13,1,0,0,1,0,0,0,1,3,1,0,1,2,0,6,36,0,0,0,0,3,15,4,0,1,0,6,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,4,4,4,0,6,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,5,3,5,3,0,2,7,0,3,2,1,2,0,0,1,3,0,1,0,0,0,1,0,2,9,0,16,0,1,19,1,9,0,3,0,1,1,8,2,9,3,0,0,0,0,0,0,0,3,0,12,1,0,0,14,0,0,0,0,18,1,31,0,2
240,1,1,4,1,0,3,2,0,7,2,2,0,8,3,0,2,1,9,1,13,3,0,5,0,1,3,0,0,2,0,2,5,0,7,1,0,4,0,2,5,1,0,3,7,15,1,1,1,2,0,0,3,12,1,0,1,0,1,0,0,1,12,0,4,3,0,0,1,10,0,2,9,2,0,10,0,1,0,2,0,4,0,6,8,1,0,1,6,0,1,0,6,0,0,7,0,1,2,10,3,4,3,3,1,10,2,13,2,3,1,1,10,0,0,0,1,4,0,0,7,0,5,1,0,0,0,1,1,6,2,5,1,2,0,12,1,0,2,1,4,1,5,0,11,2,2,1,0,3,3,1,0,3,3,0,1,13,0,0,2,1,6,2,0,0,0,5,6,3,1,7,1,1,2,1,2,13,1,1,8,2,0,1,7,13,1,2,1,0,3,5,5,8,7,1,2,0,4,1,1,6,2,0,1,0,3,1,5,2,0,0,0,11,1,14,5,0
241,1,2,1,1,0,0,0,1,2,1,9,0,13,2,0,0,0,4,2,6,0,3,1,0,1,2,0,1,1,0,4,3,0,4,4,0,6,1,0,0,6,0,8,9,3,1,7,1,2,0,0,2,36,2,1,1,0,0,3,0,2,1,0,1,19,0,1,11,2,2,4,13,0,0,1,3,0,2,0,3,19,0,4,2,7,0,0,3,0,1,1,0,0,3,5,0,0,7,0,2,14,3,0,1,0,1,25,6,0,0,0,4,1,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,4,3,18,1,3,0,0,0,0,0,0,0,0,1,1,4,2,3,1,0,0,2,1,0,2,1,0,2,3,1,2,4,2,7,0,0,0,1,4,3,1,0,1,5,0,0,2,1,6,4,0,2,0,0,4,1,11,0,2,0,1,0,15,9,7,2,0,1,0,0,0,1,2,10,0,11,0,0,2,13,1,0,1,0,32,0,36,0,0
242,1,6,0,0,2,4,6,0,0,0,10,7,11,2,0,0,2,4,2,1,0,1,8,13,0,2,0,0,1,0,10,1,0,3,11,0,0,0,0,1,8,1,0,0,0,0,3,17,0,0,0,0,4,1,1,0,0,0,3,0,0,0,15,3,1,0,0,0,0,2,0,6,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,0,27,0,13,3,0,0,0,32,0,0,3,21,2,1,6,20,0,2,21,0,3,0,6,0,0,0,23,0,0,0,0,0,6,0,3,2,13,0,0,0,0,0,0,0,5,0,0,0,32,0,0,16,0,0,0,3,0,0,0,0,0,7,11,0,9,0,4,1,0,0,1,0,2,0,27,0,0,42,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,3,0,0,1,1,0,1,1,2,0,4,0,1,2,1,1,3,0,2,0,5,2,0
243,1,3,2,1,1,2,6,2,6,2,1,0,7,4,0,1,3,6,3,5,2,0,4,1,0,4,3,0,3,0,10,4,0,2,0,0,3,0,0,9,2,0,1,6,6,0,1,1,3,1,3,3,16,3,1,1,3,0,2,3,1,7,3,6,1,0,0,1,4,5,0,13,1,0,5,1,1,0,0,1,1,2,9,4,5,3,1,4,1,1,1,10,2,0,14,2,3,1,9,4,1,8,8,0,1,2,4,3,2,4,0,9,3,0,0,1,3,1,1,0,0,4,0,0,0,0,4,0,0,0,8,1,7,0,7,2,0,0,1,4,0,3,2,13,3,6,5,2,3,2,0,1,2,0,0,0,4,1,8,1,6,2,1,0,1,0,7,0,2,0,4,3,0,0,0,0,14,1,5,4,1,1,1,7,1,0,3,0,2,2,5,7,8,6,2,0,2,4,2,0,1,3,1,2,9,3,5,3,13,0,1,1,6,0,11,6,0
244,0,0,1,0,1,2,16,0,1,0,19,7,4,3,0,0,0,2,1,2,0,0,2,15,0,0,2,0,6,0,7,3,0,0,5,0,3,5,0,2,4,0,2,4,0,3,0,13,1,0,1,0,7,3,0,0,1,0,7,2,0,0,16,7,1,0,0,1,0,5,1,8,0,1,1,0,1,0,1,0,1,0,16,0,0,0,2,1,0,0,2,10,1,0,26,0,2,2,1,0,3,40,4,0,0,2,6,5,6,0,0,5,4,0,0,0,2,1,0,0,18,0,1,0,0,0,20,1,3,2,19,0,1,0,0,0,0,0,0,1,0,0,4,3,0,13,2,1,0,0,1,9,0,0,1,0,9,0,2,1,5,1,1,0,0,0,0,0,1,1,0,35,0,1,0,1,5,0,8,1,0,0,2,0,1,0,0,0,7,0,7,8,0,1,0,1,0,2,3,0,4,1,3,0,0,0,8,8,16,2,1,0,3,0,5,0,0
245,1,1,25,0,0,6,0,0,8,4,0,2,3,1,10,0,1,13,1,4,3,0,2,0,1,2,0,1,0,2,1,6,0,1,0,0,0,0,1,6,1,3,0,3,18,1,0,0,1,5,9,1,7,3,1,0,0,0,0,0,1,1,0,2,0,5,0,1,10,0,1,0,2,5,5,7,0,0,2,2,2,2,1,24,0,3,3,3,26,0,0,0,2,0,1,3,0,0,2,2,0,1,0,2,2,0,1,1,11,0,1,22,0,13,0,2,5,0,0,4,0,12,1,0,0,0,0,3,0,0,3,2,1,1,7,2,0,1,1,2,0,0,0,0,9,0,1,0,22,4,0,0,17,0,3,1,1,0,0,0,0,1,0,0,7,0,1,6,1,0,11,0,1,0,0,0,2,0,0,7,1,11,0,0,5,9,0,0,0,8,3,3,26,1,0,1,0,3,3,0,2,4,0,3,0,7,0,0,0,0,1,1,3,2,18,4,6
246,1,1,7,1,3,0,3,0,6,6,0,0,3,1,1,1,1,2,1,14,7,0,0,0,1,3,1,2,0,0,1,5,0,2,0,0,1,0,2,2,0,0,2,12,6,4,2,0,2,9,4,3,19,2,0,0,0,0,0,0,1,5,0,1,4,0,0,3,6,5,4,4,3,1,7,8,4,1,0,1,13,1,1,5,2,0,0,1,3,0,0,1,0,0,5,3,0,1,8,3,2,0,1,2,2,0,13,2,0,2,2,7,0,1,1,3,1,0,1,7,0,8,1,0,1,0,1,5,0,1,1,2,2,0,7,4,0,0,0,2,1,9,0,6,2,0,0,0,8,4,0,1,5,4,3,0,2,0,1,2,1,12,3,0,2,1,3,4,0,2,5,1,1,0,1,1,10,1,0,12,4,10,16,7,13,1,0,1,0,8,18,1,4,4,0,0,0,7,1,0,5,1,3,9,1,2,5,1,2,0,0,1,9,1,16,3,5
247,0,9,1,1,0,0,2,8,3,0,4,0,20,0,0,1,9,1,2,2,1,1,0,8,0,1,1,7,8,0,5,0,0,5,8,0,14,2,0,2,11,1,3,3,1,0,6,0,0,0,1,7,4,2,5,1,7,0,0,8,0,5,4,3,13,0,1,1,2,3,0,8,0,0,0,1,1,1,0,1,3,0,1,0,24,0,0,4,0,4,0,6,3,1,3,2,3,2,2,11,4,18,2,0,3,8,1,0,0,3,1,4,17,6,0,0,4,3,4,0,11,1,2,0,1,1,8,0,2,0,7,1,6,0,1,1,0,0,0,0,0,0,10,0,0,22,3,2,0,2,5,1,0,5,1,2,4,1,7,5,2,0,2,0,0,0,1,3,3,0,0,4,2,0,0,3,0,2,1,5,1,0,2,1,3,0,4,1,2,0,4,20,4,3,0,0,1,1,0,2,1,0,3,1,10,0,0,7,0,0,1,1,2,0,5,0,0
248,0,1,0,0,0,0,4,0,4,0,9,0,5,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0,17,1,0,2,0,0,0,0,1,40,4,1,0,0,0,9,0,0,1,1,3,3,0,0,2,0,40,0,23,0,0,0,1,1,0,0,2,4,1,12,1,0,0,0,0,0,0,5,5,0,0,35,0,0,1,2,1,2,11,0,0,0,3,7,19,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,2,18,0,16,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,0,1,1,0,0,1,2,1,0,0,0,1,0,47,40,3,0,0,0,0,3,0,0,0,1,0,2,1,0,7,4,12,1,4,0,7,0,38,0,0
249,1,2,2,0,1,2,0,2,6,1,3,2,4,3,0,4,1,9,4,2,1,3,5,4,2,0,6,2,3,0,8,6,5,1,0,1,2,4,4,1,10,3,2,1,0,6,6,4,3,2,0,1,9,3,7,0,1,0,6,1,5,0,0,6,4,3,2,2,0,4,9,6,0,2,4,6,2,0,4,1,3,0,2,2,7,1,3,4,0,2,2,4,0,0,4,3,3,2,0,8,3,3,5,1,2,4,8,6,2,1,1,3,2,1,2,5,2,5,3,1,6,4,1,0,6,2,4,1,1,6,9,3,4,2,1,2,1,0,0,0,1,2,2,6,9,3,9,1,3,1,5,9,2,0,4,2,0,1,1,1,1,3,0,4,0,3,2,1,1,0,0,4,2,2,1,2,4,4,2,0,1,1,4,7,0,2,4,3,1,3,6,4,3,0,0,4,5,6,3,0,6,1,4,1,2,4,1,8,1,1,2,2,2,0,10,1,2
250,0,0,0,5,0,7,14,0,3,0,2,1,0,0,0,0,0,22,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,34,0,2,1,1,5,0,0,11,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,7,0,0,0,0,0,7,0,3,0,21,4,0,0,0,1,0,1,0,42,25,0,2,0,0,0,0,0,18,0,0,30,7,1,0,1,0,0,10,21,1,0,0,3,1,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,8,2,0,0,0,0,1,1,2,0,0,0,8,1,0,0,1,0,6,0,0,0,1,9,0,0,0,0,28,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,6,30,0,0,2,0,2,0,5,24,1,50,4,0,0,0,3,1,14,15
251,1,0,5,3,0,3,2,0,3,5,0,0,0,1,4,0,0,6,1,17,8,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,4,12,0,0,0,3,9,2,0,0,1,13,9,2,5,1,0,0,3,0,0,0,4,7,0,2,0,2,0,0,5,2,4,1,11,1,15,2,0,0,4,1,6,2,3,13,0,1,2,1,7,0,0,1,0,1,2,2,0,0,12,0,0,0,5,1,3,0,8,1,2,0,0,7,0,14,1,11,0,1,0,8,0,14,1,0,0,0,0,9,0,0,1,0,0,1,15,3,0,0,0,0,0,7,0,9,3,0,0,4,18,1,2,0,12,4,1,1,1,3,0,0,0,7,1,5,0,0,1,1,0,6,9,0,1,2,0,0,6,2,1,6,0,12,1,6,10,9,0,1,0,19,3,1,6,1,0,5,0,3,4,3,8,1,0,5,0,11,1,1,0,1,0,1,5,0,7,1,8
252,1,0,34,0,0,4,3,0,8,2,0,0,0,2,3,1,0,40,0,18,0,0,2,0,0,0,3,0,0,0,2,2,0,0,0,1,0,0,0,41,0,0,0,4,0,0,1,0,0,0,4,0,10,1,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,1,0,0,0,0,1,12,0,0,8,0,0,0,1,53,0,0,0,1,2,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,1,0,7,3,6,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,4,0,5,21,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,2,0,6,1,4,5,33,0,0,0,5,2,2,0,0,0,18,0,15,0,0,9,0,1,1,0,2,1,0,0,0,0,0,12,0,14,0,8
253,1,5,0,1,0,3,0,1,6,1,5,1,7,4,0,0,5,13,2,9,0,0,6,3,0,3,0,0,5,0,5,6,0,7,0,0,15,0,0,1,6,1,3,4,10,1,0,1,2,0,2,2,8,1,1,0,2,2,0,0,0,13,3,4,5,0,0,0,5,1,0,17,5,3,2,1,0,1,0,0,1,1,7,6,3,2,0,6,2,0,1,4,1,0,9,0,1,2,5,5,0,8,8,0,10,3,8,1,5,2,0,5,1,0,0,0,9,0,0,6,3,3,0,0,0,0,0,3,5,0,13,0,2,1,2,0,0,0,1,1,0,0,5,11,2,1,0,3,1,5,3,0,2,4,0,1,3,0,1,5,5,0,0,0,1,0,10,2,12,1,7,5,0,1,1,4,7,1,5,2,0,2,1,11,8,0,4,1,0,1,4,10,9,4,1,1,0,2,2,2,1,5,0,0,0,1,0,17,2,0,1,1,8,0,10,0,1
254,1,5,2,1,0,1,1,2,12,1,7,2,11,8,0,0,1,9,4,6,2,0,2,6,1,1,0,1,3,1,7,2,0,0,2,0,1,0,0,6,4,2,1,3,0,1,1,5,6,3,0,1,15,0,0,0,2,0,1,4,0,9,5,9,5,0,2,1,2,3,0,21,1,6,6,2,1,2,0,0,1,1,6,5,5,1,0,1,2,1,0,8,1,0,20,1,4,0,7,7,5,14,7,1,2,6,9,0,7,0,0,5,2,0,0,0,0,0,0,2,7,2,0,2,2,0,0,2,2,1,21,0,3,0,8,0,0,0,2,3,0,0,3,7,2,1,1,3,2,0,2,2,0,0,1,0,0,0,0,5,2,0,2,1,4,0,2,0,1,0,7,12,0,0,0,4,10,0,5,2,1,0,4,20,0,0,2,2,4,1,3,11,8,0,0,3,1,0,2,0,0,0,0,0,2,1,1,5,5,0,0,0,10,0,9,3,0
255,0,0,6,0,2,19,8,0,4,3,0,0,0,2,0,0,0,35,2,9,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,6,0,0,10,0,5,10,2,1,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,1,0,3,0,10,1,0,1,0,4,0,0,1,18,61,0,0,1,0,7,0,0,2,0,0,17,3,0,0,4,0,0,8,16,0,0,0,2,0,18,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,9,0,16,0,0,1,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,10,4,0,0,0,0,12,0,0,0,0,7,0,0,0,0,43,0,1,0,2,0,0,0,3,5,0,0,0,12,0,9,0,0,0,2,0,13,24,0,1,0,0,0,0,1,6,0,14,0,0,0,0,0,1,9,9
256,1,0,57,0,0,4,10,0,0,1,0,0,0,0,10,0,0,15,1,13,0,0,2,0,0,2,18,0,0,0,1,0,0,0,0,1,0,0,0,64,0,0,0,1,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,1,0,0,0,1,0,6,0,0,4,0,0,0,5,41,0,0,2,0,49,0,0,1,0,2,1,1,0,0,11,0,0,3,2,0,0,0,4,0,4,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,11,0,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,2,9,0,0,0,0,3,0,0,1,0,0,0,0,0,0,35,0,0,0,0,4,0,1,1,22,0,0,0,15,0,0,0,0,0,10,0,1,7,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,11,37
257,1,0,3,3,0,0,0,0,3,1,2,0,2,1,0,1,0,4,4,18,5,1,1,0,2,2,2,0,0,0,2,21,0,0,1,0,1,0,4,5,0,0,6,11,5,6,5,0,0,2,1,1,28,0,0,0,0,1,0,0,3,9,0,0,5,1,1,5,5,7,10,3,0,1,3,5,0,0,1,1,14,2,0,2,1,0,0,0,3,0,0,0,0,3,7,0,2,5,0,0,4,0,2,1,0,1,18,0,3,0,0,11,0,1,2,6,7,2,0,0,2,12,3,0,1,1,0,0,4,0,2,3,1,0,0,3,0,1,0,0,0,2,0,9,20,0,1,0,4,1,0,0,13,1,0,0,2,1,0,1,0,10,0,1,0,1,2,5,1,0,3,0,0,0,0,0,22,1,0,12,0,3,8,1,20,0,2,1,0,0,10,1,8,4,2,0,0,3,0,0,11,0,0,10,0,9,3,0,2,1,0,0,16,0,21,0,3
258,1,10,0,4,0,0,0,1,8,0,4,0,19,0,0,1,0,7,1,0,0,2,1,0,0,1,0,0,0,0,7,0,0,0,1,1,4,1,0,0,5,0,1,1,0,0,6,0,0,1,0,1,47,6,0,1,5,0,2,1,0,0,1,0,10,0,0,2,1,41,1,5,0,0,0,3,0,0,0,0,4,0,9,0,3,0,0,0,0,0,5,1,0,1,44,0,1,0,0,0,6,5,0,0,0,3,4,5,0,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,1,1,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,2,0,18,3,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,1,0,1,3,1,0,0,0,0,2,0,51,64,8,0,1,0,0,6,0,0,0,0,0,3,4,0,4,12,6,1,3,0,4,0,46,0,0
259,0,2,1,3,1,3,14,0,6,0,8,2,1,2,0,1,2,3,0,2,0,1,2,9,2,3,1,0,4,0,2,0,1,1,3,0,2,20,0,2,1,1,0,6,3,2,1,4,1,0,0,2,1,1,0,0,1,0,16,1,1,4,3,14,3,0,1,6,1,10,0,5,2,0,4,0,6,0,0,2,1,1,19,1,2,0,2,1,2,0,10,12,3,0,7,3,0,0,6,0,3,5,5,0,1,0,2,18,2,3,2,0,5,0,2,1,1,2,3,1,5,0,0,0,0,1,16,2,1,0,8,2,1,0,0,0,1,0,1,4,3,2,4,11,0,9,3,2,2,0,1,9,1,0,2,2,1,0,1,0,5,3,0,0,0,1,3,0,3,0,0,14,0,5,0,0,4,1,6,0,1,2,1,2,1,0,3,1,6,0,9,9,2,0,1,1,0,4,1,0,1,1,5,4,1,0,17,3,17,1,18,2,1,1,1,3,4
260,0,8,0,1,0,0,6,7,0,0,12,3,8,4,0,1,2,2,9,3,0,3,1,10,0,1,3,3,0,0,5,0,0,0,14,0,0,1,0,3,3,3,0,8,0,0,6,4,3,0,2,1,5,2,0,0,0,0,7,5,0,0,1,5,9,0,0,0,0,1,0,20,0,1,2,1,0,0,0,0,0,0,4,0,2,1,0,0,0,0,7,4,0,0,9,5,0,0,4,3,1,12,5,0,0,14,12,13,0,1,0,0,21,0,0,0,0,0,3,0,8,4,3,0,0,2,4,1,1,5,13,0,5,0,1,0,0,1,0,0,0,0,10,9,3,12,0,2,0,3,0,1,0,0,1,0,4,0,1,0,14,13,0,0,0,0,10,0,2,0,0,21,0,0,0,1,15,0,3,0,0,0,3,1,0,0,0,0,9,0,0,4,0,0,1,0,4,1,2,0,1,0,6,0,5,0,11,2,18,13,6,1,7,1,3,3,2
